1   3
1   6
1   7
1   9
1   10
1   11
1   13
1   14
1   16
1   17
1   23
1   24
1   29
1   31
1   32
1   34
1   36
1   38
1   39
1   42
1   43
1   45
1   48
1   52
1   53
1   56
1   58
1   59
1   61
1   63
1   66
1   67
1   69
1   76
1   77
1   85
1   86
1   90
1   93
1   94
1   95
1   101
1   102
1   110
1   111
1   114
1   116
1   117
1   119
2   3
2   6
2   9
2   10
2   11
2   13
2   15
2   16
2   17
2   23
2   24
2   28
2   34
2   36
2   37
2   39
2   41
2   43
2   44
2   52
2   53
2   54
2   55
2   56
2   58
2   59
2   63
2   67
2   68
2   69
2   76
2   77
2   78
2   85
2   86
2   90
2   91
2   93
2   94
2   98
2   99
2   102
2   107
2   110
2   111
2   114
2   116
3   9
3   10
3   11
3   13
3   14
3   15
3   16
3   17
3   23
3   24
3   28
3   29
3   34
3   36
3   37
3   38
3   39
3   41
3   43
3   44
3   48
3   52
3   53
3   54
3   56
3   58
3   59
3   61
3   63
3   66
3   67
3   69
3   76
3   77
3   85
3   86
3   90
3   93
3   94
3   95
3   98
3   99
3   101
3   102
3   107
3   110
3   111
3   114
3   116
6   9
6   10
6   11
6   13
6   16
6   17
6   23
6   24
6   28
6   29
6   34
6   36
6   38
6   39
6   43
6   48
6   52
6   53
6   54
6   56
6   58
6   59
6   61
6   63
6   66
6   67
6   69
6   76
6   77
6   85
6   86
6   90
6   93
6   94
6   95
6   98
6   99
6   101
6   102
6   110
6   111
6   114
6   116
7   24
7   34
7   36
7   38
7   48
7   53
7   58
7   85
7   86
7   90
7   94
7   102
7   110
9   13
9   15
9   23
9   24
9   28
9   29
9   34
9   36
9   37
9   38
9   39
9   48
9   52
9   53
9   54
9   58
9   59
9   61
9   63
9   66
9   67
9   76
9   85
9   86
9   90
9   93
9   94
9   99
9   102
9   107
9   110
9   114
10  13
10  14
10  16
10  17
10  23
10  24
10  28
10  29
10  34
10  36
10  38
10  39
10  43
10  44
10  48
10  52
10  53
10  56
10  58
10  59
10  61
10  63
10  66
10  67
10  69
10  76
10  77
10  85
10  86
10  90
10  93
10  94
10  95
10  98
10  99
10  101
10  102
10  110
10  111
10  114
10  116
10  117
11  16
11  23
11  24
11  28
11  29
11  34
11  36
11  37
11  39
11  43
11  52
11  53
11  56
11  59
11  61
11  63
11  66
11  67
11  69
11  76
11  77
11  85
11  86
11  90
11  93
11  95
11  98
11  99
11  101
11  110
11  111
11  114
11  116
13  23
13  24
13  28
13  34
13  36
13  38
13  39
13  48
13  52
13  53
13  56
13  58
13  59
13  63
13  67
13  69
13  76
13  77
13  85
13  86
13  90
13  93
13  94
13  98
13  99
13  102
13  110
13  116
13  119
14  24
14  29
14  34
14  36
14  39
14  52
14  56
14  61
14  66
14  85
14  86
14  90
14  95
14  101
15  23
15  34
15  36
15  39
15  52
15  59
15  63
15  67
15  76
15  85
15  86
15  90
15  93
15  114
16  23
16  24
16  28
16  29
16  34
16  36
16  39
16  43
16  52
16  53
16  56
16  59
16  61
16  63
16  66
16  67
16  76
16  85
16  86
16  90
16  93
16  95
16  101
16  110
16  111
16  114
16  116
17  23
17  24
17  28
17  34
17  36
17  38
17  39
17  48
17  53
17  56
17  58
17  59
17  63
17  67
17  69
17  76
17  77
17  85
17  86
17  90
17  93
17  94
17  102
17  110
17  116
23  28
23  34
23  36
23  39
23  41
23  43
23  44
23  52
23  53
23  55
23  56
23  59
23  63
23  67
23  68
23  69
23  76
23  77
23  78
23  85
23  86
23  90
23  93
23  98
23  99
23  107
23  110
23  111
23  114
23  116
24  28
24  29
24  31
24  32
24  34
24  36
24  37
24  38
24  39
24  42
24  43
24  45
24  48
24  52
24  53
24  54
24  56
24  58
24  59
24  61
24  63
24  66
24  67
24  69
24  76
24  77
24  80
24  85
24  86
24  90
24  93
24  94
24  95
24  98
24  99
24  101
24  102
24  107
24  110
24  111
24  114
24  116
24  117
24  119
28  34
28  36
28  37
28  39
28  41
28  43
28  44
28  52
28  53
28  54
28  56
28  58
28  59
28  63
28  67
28  68
28  69
28  76
28  77
28  78
28  85
28  86
28  90
28  91
28  93
28  94
28  98
28  99
28  102
28  107
28  110
28  111
28  114
28  116
29  34
29  36
29  38
29  39
29  43
29  45
29  48
29  52
29  53
29  56
29  58
29  61
29  66
29  67
29  69
29  76
29  77
29  85
29  86
29  90
29  94
29  95
29  101
29  102
29  110
29  111
29  114
29  116
29  117
31  34
31  36
31  38
31  48
31  53
31  58
31  85
31  86
31  90
31  94
31  102
31  110
32  34
32  36
32  38
32  48
32  53
32  58
32  85
32  86
32  90
32  94
32  102
32  110
34  36
34  37
34  38
34  39
34  41
34  42
34  43
34  44
34  45
34  48
34  52
34  53
34  54
34  55
34  56
34  58
34  59
34  60
34  61
34  63
34  64
34  66
34  67
34  68
34  69
34  76
34  77
34  78
34  80
34  85
34  86
34  90
34  91
34  93
34  94
34  95
34  98
34  99
34  101
34  102
34  107
34  110
34  111
34  114
34  116
34  117
34  119
36  38
36  39
36  41
36  42
36  43
36  44
36  45
36  48
36  52
36  53
36  55
36  56
36  58
36  59
36  61
36  63
36  66
36  67
36  68
36  69
36  76
36  77
36  78
36  85
36  86
36  90
36  93
36  94
36  95
36  98
36  99
36  101
36  102
36  107
36  110
36  111
36  114
36  116
36  117
36  119
37  39
37  53
37  54
37  59
37  63
37  67
37  76
37  85
37  86
37  90
37  94
37  107
37  114
38  48
38  52
38  53
38  58
38  59
38  61
38  63
38  66
38  67
38  69
38  76
38  77
38  85
38  86
38  90
38  93
38  94
38  102
38  110
38  116
38  117
38  119
39  41
39  42
39  43
39  44
39  45
39  52
39  53
39  54
39  55
39  56
39  58
39  59
39  60
39  61
39  63
39  64
39  66
39  67
39  68
39  69
39  76
39  77
39  78
39  85
39  86
39  90
39  91
39  93
39  94
39  95
39  98
39  99
39  101
39  102
39  107
39  110
39  111
39  114
39  116
39  117
41  53
41  56
41  59
41  63
41  67
41  76
41  85
41  86
41  90
41  93
41  99
41  116
42  52
42  56
42  85
42  86
42  90
43  52
43  53
43  56
43  59
43  63
43  67
43  76
43  85
43  86
43  90
43  93
43  101
43  110
43  114
43  116
44  52
44  53
44  56
44  59
44  63
44  67
44  76
44  85
44  86
44  90
44  93
44  116
45  56
45  85
45  86
45  90
45  101
48  53
48  58
48  59
48  61
48  63
48  66
48  67
48  69
48  76
48  77
48  85
48  86
48  90
48  94
48  102
48  110
48  116
48  117
48  119
52  55
52  56
52  58
52  59
52  61
52  63
52  66
52  67
52  76
52  80
52  85
52  86
52  90
52  91
52  93
52  95
52  98
52  99
52  101
52  102
52  107
52  110
52  111
52  114
52  116
52  117
53  54
53  56
53  58
53  59
53  60
53  61
53  63
53  64
53  66
53  67
53  68
53  69
53  76
53  77
53  78
53  85
53  86
53  90
53  93
53  94
53  98
53  99
53  102
53  107
53  110
53  111
53  114
53  116
53  117
53  119
54  59
54  63
54  67
54  76
54  85
54  86
54  90
54  94
54  98
54  99
54  107
54  114
55  59
55  63
55  67
55  76
55  85
55  86
55  90
55  93
56  59
56  61
56  63
56  66
56  67
56  68
56  69
56  76
56  77
56  78
56  85
56  86
56  90
56  93
56  95
56  98
56  99
56  101
56  110
56  111
56  114
56  116
58  59
58  61
58  63
58  66
58  67
58  69
58  76
58  77
58  85
58  86
58  90
58  94
58  102
58  110
58  116
58  117
58  119
59  63
59  66
59  67
59  68
59  69
59  76
59  77
59  78
59  85
59  86
59  90
59  93
59  94
59  98
59  99
59  102
59  107
59  110
59  111
59  114
59  116
59  119
60  67
60  76
60  85
60  86
60  90
61  63
61  66
61  67
61  69
61  76
61  77
61  85
61  86
61  90
61  94
61  95
61  101
61  102
61  110
61  111
61  114
61  116
61  117
63  67
63  68
63  69
63  76
63  77
63  78
63  85
63  86
63  90
63  93
63  94
63  98
63  99
63  102
63  107
63  110
63  111
63  114
63  116
63  119
64  67
64  76
64  85
64  86
64  90
66  67
66  69
66  76
66  77
66  85
66  86
66  90
66  94
66  95
66  101
66  102
66  110
66  111
66  114
66  116
66  117
67  76
67  77
67  85
67  86
67  90
67  93
67  94
67  98
67  99
67  102
67  107
67  110
67  114
67  116
68  85
68  86
68  90
68  93
68  116
69  76
69  77
69  85
69  86
69  90
69  93
69  94
69  102
69  110
69  111
69  116
76  85
76  86
76  90
76  93
76  94
76  98
76  99
76  102
76  107
76  110
76  114
76  116
77  85
77  86
77  90
77  93
77  94
77  102
77  110
77  111
77  116
78  85
78  86
78  90
78  93
78  116
80  85
80  86
85  86
85  90
85  91
85  93
85  94
85  95
85  98
85  99
85  101
85  102
85  107
85  110
85  111
85  114
85  116
85  117
85  119
86  90
86  91
86  93
86  94
86  95
86  98
86  99
86  101
86  102
86  107
86  110
86  111
86  114
86  116
86  117
86  119
90  93
90  94
90  95
90  98
90  99
90  101
90  102
90  107
90  110
90  111
90  114
90  116
90  117
90  119
91  102
93  98
93  99
93  107
93  110
93  111
93  114
93  116
94  102
94  110
94  114
94  116
94  117
94  119
95  101
95  110
95  111
98  110
98  111
98  114
98  116
99  110
99  111
99  114
99  116
101 110
101 111
101 114
102 110
102 116
102 117
102 119
107 114
110 116
110 117
110 119
111 116
