8124    85
7924    86
7914    34
7488    90
6812    36
5612    39
5176    59
4936    63
4748    24
4608    53
4464    67
4384    76
4208    2
4040    110
3968    93
3916    1
3776    56
3656    3
3528    28
3516    52
3376    23
3244    10
3152    6
3148    116
2776    94
2556    9
2512    38
2480    58
2388    102
2372    61
2320    11
2304    66
2284    13
2160    29
2148    114
1968    99
1872    69
1872    77
1872    98
1840    16
1728    48
1712    111
1632    101
1500    17
1492    43
1312    37
1296    95
1248    107
1202    44
1144    117
1120    54
1072    14
1048    41
1040    15
832     119
828     7
752     42
732     45
600     64
600     91
576     31
576     32
576     68
576     78
556     55
552     60
512     80
