8124    85
7924    86
7914    34
7488    90
6812    36
5612    39
5176    59
4936    63
4748    24
4608    53
4464    67
4384    76
4208    2
4040    110
3968    93
3916    1
3776    56
3656    3
3528    28
3516    52
3376    23
3244    10
3152    6
3148    116
2776    94
2556    9
2512    38
2480    58
2388    102
2372    61
2320    11
2304    66
2284    13
2160    29
2148    114
1968    99
1872    69
1872    77
1872    98
1840    16
1728    48
1712    111
1632    101
1500    17
1492    43
1312    37
1296    95
1248    107
1202    44
1144    117
1120    54
1072    14
1048    41
1040    15
832     119
828     7
752     42
732     45
600     64
600     91
576     31
576     32
576     68
576     78
556     55
552     60
512     80
492     46
452     4
448     70
432     71
432     79
408     40
400     26
400     27
400     108
384     109
368     113
340     112
292     115
284     65
256     25
210     35
192     30
192     57
192     73
192     83
192     118
168     19
144     18
96      47
96      72
96      81
96      87
96      88
86      50
72      103
64      51
48      96
48      100
48      104
48      105
48      106
44      21
36      33
36      74
36      84
36      92
36      97
32      5
24      49
24      62
24      82
16      20
16      22
8       75
8       89
4       8
4       12
